Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2000","2000","%","98.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2001","2001","%","98.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2002","2002","%","98.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2003","2003","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2004","2004","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2005","2005","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2006","2006","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2007","2007","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2008","2008","%","98.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2009","2009","%","98.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","98.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","98.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","98.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","98.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","98.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","98.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","98.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","98.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","98.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","98.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2000","2000","%","98.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2001","2001","%","98.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2002","2002","%","98.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2003","2003","%","98.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2004","2004","%","98.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2005","2005","%","98.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2006","2006","%","98.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2007","2007","%","98.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2008","2008","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2009","2009","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2010","2010","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2011","2011","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2012","2012","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2013","2013","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2014","2014","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2015","2015","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2016","2016","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2017","2017","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2018","2018","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2019","2019","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2020","2020","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2000","2000","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2001","2001","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2002","2002","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2003","2003","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2004","2004","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2005","2005","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2006","2006","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2007","2007","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2008","2008","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2009","2009","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2000","2000","%","55.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2001","2001","%","55.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2002","2002","%","55.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2003","2003","%","55.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2004","2004","%","55.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2005","2005","%","55.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2006","2006","%","55.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2007","2007","%","55.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2008","2008","%","55","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2009","2009","%","55","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2010","2010","%","54.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2011","2011","%","54.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2012","2012","%","55.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2013","2013","%","55.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2014","2014","%","55.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2015","2015","%","56.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2016","2016","%","56.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2017","2017","%","57.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2018","2018","%","57.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2019","2019","%","58","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2020","2020","%","58.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2000","2000","%","94.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2001","2001","%","94.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2002","2002","%","95.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2003","2003","%","95.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2004","2004","%","95.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2005","2005","%","95.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2006","2006","%","95.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2007","2007","%","95.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2008","2008","%","96.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2009","2009","%","96.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","96.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","96.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","96.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","96.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","97","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","97.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","97.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","97.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","97.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","97.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","97.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2000","2000","%","98.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2001","2001","%","98.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2002","2002","%","98.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2003","2003","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2004","2004","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2005","2005","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2006","2006","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2007","2007","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2008","2008","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2009","2009","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","98.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","98.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2000","2000","%","80.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2001","2001","%","80.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2002","2002","%","81","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2003","2003","%","81.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2004","2004","%","82.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2005","2005","%","83.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2006","2006","%","85.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2007","2007","%","86.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2008","2008","%","87.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2009","2009","%","88.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2010","2010","%","90.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2011","2011","%","91.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2012","2012","%","92.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2013","2013","%","93.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2014","2014","%","94.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2015","2015","%","94.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2016","2016","%","94.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2017","2017","%","94.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2018","2018","%","94.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2019","2019","%","94.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2020","2020","%","94.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2000","2000","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2001","2001","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2002","2002","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2003","2003","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2004","2004","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2005","2005","%","98.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2006","2006","%","98.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2007","2007","%","98.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2008","2008","%","98.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2009","2009","%","97.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2010","2010","%","97.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2011","2011","%","97.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2012","2012","%","97","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2013","2013","%","96.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2014","2014","%","96.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2015","2015","%","96.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2016","2016","%","96.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2017","2017","%","96.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","96.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2019","2019","%","96.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2020","2020","%","96.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2000","2000","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2001","2001","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2002","2002","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2003","2003","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2004","2004","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2005","2005","%","99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21045","Percentage of population using safely managed drinking water services (Percent)","2006","2006","%","99","X","Figure from international organizations",""
